Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Rasa,Virya,Vipaka,Vata_Recommendation,Pitta_Recommendation,Kapha_Recommendation,Regional_Cuisine,Health_Conditions
Curry Leaves,220,19.13,46.9,0.59,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Avoid,Favor,East Indian,['Diabetes']
Rice,378,34.12,13.75,1.75,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Avoid,South Indian,['Weight_Loss']
Thepla,414,37.74,65.83,8.11,Madhura (Sweet),Shita (Cold),Katu (Pungent),Avoid,Favor,Avoid,South Indian,['Diabetes']
Peanut,105,38.14,53.45,23.88,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Avoid,West Indian,['Diabetes']
Mysore Pak,342,13.39,56.72,15.14,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,North Indian,['Heart_Health']
Palak Paneer,140,35.72,46.18,33.15,Tikta (Bitter),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Neutral,North Indian,"['Hair_Growth', 'General_Wellness']"
Pumpkin,81,28.21,58.98,19.75,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,West Indian,"['Digestion', 'Weight_Loss', 'Hair_Growth']"
Yam,483,21.26,66.94,29.34,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Neutral,Neutral,North Indian,"['General_Wellness', 'Diabetes', 'Joint_Pain']"
Cucumber,566,20.64,67.69,28.57,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Avoid,Neutral,North Indian,['Weight_Gain']
Black Salt,471,38.9,73.22,16.2,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Neutral,Avoid,Favor,South Indian,"['Joint_Pain', 'Acidity']"
Rice,58,36.7,10.89,28.97,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,South Indian,['Diabetes']
Chicken Tikka Masala,457,31.98,10.51,7.11,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,West Indian,"['Weight_Gain', 'Immunity']"
Strawberry,409,37.19,58.74,34.07,Kashaya (Astringent),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Avoid,West Indian,"['Hair_Growth', 'Stress']"
Barley,469,12.2,19.33,18.04,Tikta (Bitter),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,West Indian,['Joint_Pain']
Mango,424,23.88,46.32,33.62,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,['Acidity']
Peanut,331,11.62,8.16,3.01,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Favor,Neutral,North Indian,['Joint_Pain']
Rosemary,206,39.77,70.25,16.57,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Favor,West Indian,"['Skin_Health', 'Diabetes', 'Weight_Gain']"
Brazil Nut,132,4.51,15.13,23.4,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Neutral,Favor,East Indian,"['Hair_Growth', 'Stress']"
Chole Kulche,376,17.62,22.57,18.24,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Favor,Favor,Favor,East Indian,"['Acidity', 'Weight_Gain', 'Stress']"
Tofu,252,17.28,65.46,4.47,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,South Indian,"['Acidity', 'Weight_Gain']"
Macadamia,580,23.38,57.51,34.89,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,North Indian,"['Digestion', 'Weight_Gain', 'Heart_Health']"
Toor Dal,403,7.8,31.08,14.72,Katu (Pungent),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,South Indian,['Skin_Health']
Dal Tadka,254,37.48,28.29,12.94,Madhura (Sweet),Ushna (Hot),Amla (Sour),Avoid,Neutral,Favor,North Indian,"['Stress', 'Joint_Pain', 'Weight_Loss']"
Jaggery,264,17.73,61.96,30.66,Amla (Sour),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,North Indian,"['Skin_Health', 'Weight_Gain', 'General_Wellness']"
Orange,255,6.17,53.56,15.6,Lavana (Salty),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,South Indian,['Stress']
Oregano,420,20.96,76.18,32.97,Amla (Sour),Ushna (Hot),Amla (Sour),Avoid,Favor,Avoid,North Indian,['Hair_Growth']
Cumin,174,20.53,52.17,22.66,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Favor,Avoid,Neutral,South Indian,"['Weight_Gain', 'Diabetes', 'Heart_Health']"
Coffee,556,12.13,64.99,0.84,Amla (Sour),Ushna (Hot),Amla (Sour),Avoid,Favor,Neutral,North Indian,"['Acidity', 'Stress', 'Immunity']"
Orange,198,21.14,66.09,28.77,Katu (Pungent),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,South Indian,"['Weight_Loss', 'Weight_Gain']"
Green Tea,347,10.82,17.53,26.71,Madhura (Sweet),Shita (Cold),Katu (Pungent),Favor,Favor,Neutral,East Indian,['Digestion']
Karela Juice,142,21.04,54.42,24.17,Madhura (Sweet),Shita (Cold),Amla (Sour),Favor,Favor,Avoid,South Indian,"['Heart_Health', 'Immunity', 'Weight_Loss']"
Giloy,221,11.42,61.11,21.27,Tikta (Bitter),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,North Indian,"['Digestion', 'Stress']"
Brazil Nut,475,13.19,44.66,29.48,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Neutral,Favor,North Indian,"['Skin_Health', 'General_Wellness', 'Digestion']"
Halwa,208,23.83,5.98,16.9,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Avoid,Avoid,North Indian,['Weight_Loss']
Banana,325,28.17,76.36,19.9,Amla (Sour),Shita (Cold),Katu (Pungent),Neutral,Favor,Neutral,East Indian,['Acidity']
Aloo Gobi,264,10.47,36.84,2.99,Amla (Sour),Shita (Cold),Madhura (Sweet),Avoid,Favor,Favor,North Indian,"['General_Wellness', 'Skin_Health', 'Diabetes']"
Millet,461,33.32,17.5,20.39,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Favor,Neutral,North Indian,"['Weight_Gain', 'Skin_Health']"
Dark Chocolate,244,26.15,54.7,26.26,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Favor,East Indian,['Immunity']
Soybeans,529,15.67,32.56,34.36,Katu (Pungent),Shita (Cold),Amla (Sour),Favor,Favor,Favor,North Indian,['Heart_Health']
Agave Nectar,225,29.96,56.63,26.54,Amla (Sour),Shita (Cold),Amla (Sour),Avoid,Avoid,Favor,South Indian,"['Joint_Pain', 'Digestion']"
Brussels Sprouts,585,11.97,71.35,24.36,Lavana (Salty),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,West Indian,['Weight_Gain']
Cilantro,231,9.54,13.27,20.41,Katu (Pungent),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,South Indian,['Diabetes']
Avocado,205,39.56,49.08,8.23,Katu (Pungent),Ushna (Hot),Katu (Pungent),Neutral,Avoid,Avoid,South Indian,"['Stress', 'Hair_Growth']"
Apricot,494,11.15,72.53,3.76,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Favor,East Indian,"['Joint_Pain', 'Weight_Gain', 'Acidity']"
Urad Dal,387,2.73,53.9,2.35,Lavana (Salty),Ushna (Hot),Katu (Pungent),Favor,Avoid,Avoid,East Indian,['Skin_Health']
Macadamia,288,24.18,18.76,21.32,Madhura (Sweet),Shita (Cold),Amla (Sour),Avoid,Avoid,Avoid,West Indian,"['Weight_Loss', 'General_Wellness']"
Pistachio,406,3.86,67.82,17.39,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Avoid,Neutral,South Indian,['Skin_Health']
Avocado,377,7.8,61.9,23.46,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Avoid,West Indian,"['Immunity', 'Joint_Pain']"
Custard Apple,202,8.02,71.04,8.78,Kashaya (Astringent),Shita (Cold),Amla (Sour),Neutral,Favor,Neutral,North Indian,"['General_Wellness', 'Immunity']"
Crab,261,26.58,21.41,26.67,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,West Indian,"['Joint_Pain', 'Weight_Gain']"
Sev Puri,193,15.68,40.79,21.36,Katu (Pungent),Shita (Cold),Madhura (Sweet),Avoid,Favor,Favor,East Indian,"['Joint_Pain', 'Hair_Growth', 'Skin_Health']"
Kashmiri Pulao,538,8.75,79.86,28.92,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Avoid,Favor,South Indian,['Digestion']
Pakora,390,29.54,35.11,1.64,Madhura (Sweet),Ushna (Hot),Amla (Sour),Neutral,Avoid,Favor,North Indian,"['Acidity', 'Weight_Loss', 'Heart_Health']"
Kidney Beans,430,12.97,63.96,8.6,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Neutral,Favor,South Indian,['Digestion']
Custard Apple,239,36.28,69.25,14.61,Madhura (Sweet),Shita (Cold),Amla (Sour),Favor,Favor,Favor,East Indian,['Heart_Health']
Chana Dal,192,11.09,28.31,19.26,Lavana (Salty),Shita (Cold),Madhura (Sweet),Avoid,Favor,Avoid,East Indian,"['Skin_Health', 'Heart_Health']"
Fenugreek Seeds,318,21.78,78.79,18.55,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Avoid,Favor,South Indian,"['Immunity', 'Acidity', 'Skin_Health']"
Gajar ka Halwa,400,27.43,14.12,9.67,Madhura (Sweet),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,South Indian,['Joint_Pain']
Litchi,96,15.31,58.88,13.31,Amla (Sour),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Favor,East Indian,"['Weight_Gain', 'Acidity']"
Avocado,67,39.99,63.35,34.14,Katu (Pungent),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,"['Digestion', 'General_Wellness']"
Palak Dal,321,13.0,70.39,29.72,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,North Indian,"['Heart_Health', 'Digestion', 'General_Wellness']"
Medu Vada,317,11.85,57.4,26.66,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Favor,Avoid,North Indian,"['Acidity', 'Heart_Health']"
Blueberry,153,13.86,76.67,15.2,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Neutral,Favor,Neutral,North Indian,"['Diabetes', 'Digestion', 'Stress']"
Onion,280,19.0,76.28,7.77,Katu (Pungent),Ushna (Hot),Katu (Pungent),Avoid,Neutral,Avoid,West Indian,['Stress']
Curry,376,18.79,16.32,28.32,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,West Indian,['Acidity']
Jaggery,78,25.39,34.36,12.44,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,East Indian,"['Heart_Health', 'Joint_Pain']"
Corn,449,8.5,73.52,24.02,Tikta (Bitter),Ushna (Hot),Amla (Sour),Favor,Favor,Favor,West Indian,"['Skin_Health', 'Weight_Loss', 'Stress']"
Guava,168,6.45,14.52,6.97,Amla (Sour),Shita (Cold),Amla (Sour),Favor,Favor,Neutral,East Indian,"['Acidity', 'Hair_Growth', 'Heart_Health']"
Kheer,514,37.97,71.6,27.04,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Favor,Avoid,North Indian,"['Immunity', 'Diabetes', 'Weight_Gain']"
Asafoetida,484,36.46,47.48,28.09,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,North Indian,"['Stress', 'Skin_Health']"
Vegetable Korma,468,5.68,44.02,18.74,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,West Indian,['Joint_Pain']
Coconut Oil,106,31.31,65.21,13.22,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,South Indian,"['Digestion', 'Stress', 'Weight_Gain']"
Cabbage,519,19.67,32.49,4.87,Tikta (Bitter),Shita (Cold),Amla (Sour),Favor,Avoid,Avoid,West Indian,"['Hair_Growth', 'Stress']"
Gajar ka Halwa,411,14.84,71.92,21.78,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Favor,Favor,North Indian,['Weight_Loss']
Vindaloo,571,24.48,50.81,25.3,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Favor,Avoid,West Indian,"['Heart_Health', 'Joint_Pain']"
Bell Pepper,57,18.81,65.19,32.49,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Neutral,Avoid,South Indian,"['Weight_Loss', 'Acidity']"
Matar Paneer,512,21.03,34.84,29.48,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,West Indian,"['Hair_Growth', 'General_Wellness']"
Rice,394,15.27,26.82,21.25,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Avoid,Neutral,Favor,North Indian,"['Joint_Pain', 'Weight_Loss', 'General_Wellness']"
Chicken,78,13.69,25.94,16.65,Tikta (Bitter),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,North Indian,"['Digestion', 'Stress']"
Samosa Chaat,576,15.17,68.4,25.02,Madhura (Sweet),Shita (Cold),Katu (Pungent),Favor,Favor,Neutral,South Indian,['Hair_Growth']
Eggs,276,5.11,14.45,29.34,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Favor,Neutral,East Indian,"['Acidity', 'Stress']"
Potato,474,30.12,59.49,33.18,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,South Indian,"['Diabetes', 'Heart_Health', 'General_Wellness']"
Beef,402,36.65,64.49,6.58,Amla (Sour),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,North Indian,"['Acidity', 'Diabetes']"
Papaya,54,3.82,63.87,13.77,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,"['Skin_Health', 'Digestion']"
Palak Dal,350,15.82,64.39,11.41,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,South Indian,"['General_Wellness', 'Stress']"
Curry Leaves,316,6.38,16.94,26.41,Amla (Sour),Ushna (Hot),Madhura (Sweet),Neutral,Favor,Favor,West Indian,"['Acidity', 'Digestion']"
Jowar Roti,152,2.21,36.17,15.57,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Favor,Favor,Neutral,East Indian,"['Acidity', 'Immunity', 'Weight_Loss']"
Sambar,458,8.62,36.0,27.08,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,East Indian,"['Weight_Loss', 'Diabetes']"
Custard Apple,244,12.72,62.34,4.18,Tikta (Bitter),Shita (Cold),Katu (Pungent),Neutral,Favor,Avoid,West Indian,"['Diabetes', 'Joint_Pain']"
Aloo Gobi,487,19.71,50.41,3.75,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Neutral,Favor,West Indian,"['Acidity', 'Diabetes']"
Sunflower Oil,106,38.51,67.16,31.97,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Neutral,Favor,West Indian,['Stress']
Kashmiri Pulao,119,9.73,26.47,28.62,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,North Indian,"['Heart_Health', 'Weight_Gain']"
Halwa,330,12.73,13.06,15.44,Lavana (Salty),Shita (Cold),Madhura (Sweet),Neutral,Avoid,Avoid,North Indian,"['Diabetes', 'Joint_Pain']"
Sesame Oil,553,28.4,49.08,7.47,Amla (Sour),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,['Weight_Loss']
Matar Paneer,148,12.81,36.5,13.76,Lavana (Salty),Ushna (Hot),Amla (Sour),Favor,Avoid,Favor,West Indian,"['Hair_Growth', 'Weight_Loss', 'Acidity']"
Edamame,217,37.34,54.77,11.04,Amla (Sour),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Avoid,North Indian,"['Immunity', 'Weight_Gain', 'Stress']"
Rasam,334,27.85,34.56,27.95,Amla (Sour),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,"['Stress', 'General_Wellness', 'Digestion']"
Chicken,408,10.77,57.96,14.08,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Favor,Avoid,East Indian,['Heart_Health']
Biryani,267,15.86,78.72,29.31,Lavana (Salty),Shita (Cold),Amla (Sour),Avoid,Favor,Avoid,West Indian,"['Joint_Pain', 'Weight_Loss']"
Black Cardamom,431,30.91,18.36,20.76,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Neutral,Avoid,Avoid,East Indian,['Acidity']
Cranberry,293,18.99,54.23,13.97,Lavana (Salty),Ushna (Hot),Katu (Pungent),Favor,Avoid,Avoid,West Indian,"['Immunity', 'Weight_Gain']"
Upma,86,37.1,68.65,17.27,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,West Indian,"['Stress', 'Diabetes', 'General_Wellness']"
Pistachio,261,14.36,38.04,9.97,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,East Indian,"['Immunity', 'Skin_Health', 'Joint_Pain']"
Curry Leaves,93,19.47,29.54,34.45,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Avoid,Neutral,Avoid,East Indian,['Diabetes']
Mint,297,27.33,24.95,12.8,Tikta (Bitter),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,North Indian,['Weight_Gain']
Guava,273,4.33,71.67,34.88,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,North Indian,['Weight_Gain']
Goat Cheese,367,38.31,71.1,9.3,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Favor,Favor,North Indian,"['General_Wellness', 'Immunity']"
Sooji ka Halwa,83,35.49,17.86,12.46,Amla (Sour),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,East Indian,"['Acidity', 'Heart_Health', 'Immunity']"
Jackfruit,291,19.27,19.78,6.02,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Neutral,Avoid,Favor,West Indian,['Weight_Gain']
Zucchini,492,24.31,44.71,4.54,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Avoid,Avoid,South Indian,"['Immunity', 'Weight_Gain', 'Digestion']"
Lemon,285,14.87,57.98,29.01,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Avoid,Favor,Avoid,West Indian,"['Heart_Health', 'Stress', 'Digestion']"
Sooji ka Halwa,443,39.9,77.7,27.32,Madhura (Sweet),Shita (Cold),Amla (Sour),Favor,Favor,Avoid,North Indian,"['Diabetes', 'Weight_Gain']"
Apple,557,14.66,44.55,3.1,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Avoid,Neutral,Avoid,West Indian,"['General_Wellness', 'Immunity']"
Basil,487,13.93,57.59,32.65,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,East Indian,"['Digestion', 'Diabetes', 'Acidity']"
Jowar Roti,483,29.66,36.05,11.71,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Favor,West Indian,"['Acidity', 'Weight_Loss']"
Dal Tadka,181,8.21,12.09,16.82,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Favor,West Indian,"['Weight_Gain', 'Digestion', 'Joint_Pain']"
Brussels Sprouts,522,34.19,23.5,26.01,Katu (Pungent),Ushna (Hot),Amla (Sour),Favor,Favor,Favor,North Indian,['Weight_Loss']
Oats,443,33.12,71.57,9.45,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Avoid,Avoid,South Indian,"['Stress', 'Heart_Health']"
Rasmalai,444,19.12,17.67,11.76,Madhura (Sweet),Shita (Cold),Amla (Sour),Avoid,Neutral,Avoid,South Indian,"['Diabetes', 'Acidity']"
Pakora,328,2.43,28.5,17.27,Madhura (Sweet),Shita (Cold),Amla (Sour),Favor,Favor,Avoid,South Indian,"['Joint_Pain', 'Digestion']"
Soya Chunks,303,11.13,56.3,10.68,Kashaya (Astringent),Shita (Cold),Amla (Sour),Neutral,Neutral,Avoid,North Indian,"['Digestion', 'Weight_Loss', 'Acidity']"
Puran Poli,371,13.51,21.57,23.62,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Avoid,Neutral,Neutral,South Indian,"['Heart_Health', 'Weight_Gain']"
Custard Apple,555,15.71,46.66,30.42,Tikta (Bitter),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Favor,East Indian,"['Immunity', 'Skin_Health', 'Digestion']"
Misal Pav,562,13.73,30.39,7.3,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Neutral,Neutral,East Indian,"['Weight_Loss', 'Stress']"
Khichdi,513,3.72,12.99,28.6,Tikta (Bitter),Ushna (Hot),Amla (Sour),Favor,Avoid,Favor,North Indian,"['Weight_Gain', 'Weight_Loss']"
Quinoa,491,33.17,72.78,3.9,Lavana (Salty),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,North Indian,"['Weight_Loss', 'Diabetes']"
Cranberry,346,10.06,51.6,14.97,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,South Indian,"['Skin_Health', 'Immunity']"
Tempeh,106,9.66,53.83,25.78,Kashaya (Astringent),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,North Indian,['Heart_Health']
Vindaloo,148,17.59,10.64,26.38,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Avoid,Neutral,West Indian,['Acidity']
Black Cardamom,555,37.33,60.79,8.82,Amla (Sour),Shita (Cold),Amla (Sour),Favor,Favor,Neutral,West Indian,"['Hair_Growth', 'Weight_Loss']"
Farro,542,6.64,78.69,0.93,Lavana (Salty),Shita (Cold),Amla (Sour),Favor,Favor,Avoid,South Indian,"['Heart_Health', 'Acidity']"
Blueberry,125,12.72,52.45,8.03,Amla (Sour),Shita (Cold),Amla (Sour),Avoid,Avoid,Avoid,East Indian,"['Weight_Gain', 'Immunity']"
Dosa,417,22.54,23.32,3.82,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,North Indian,['Weight_Loss']
Endive,461,15.66,18.46,7.56,Lavana (Salty),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,"['Heart_Health', 'Weight_Loss']"
Ghee,163,28.8,10.02,17.07,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,South Indian,"['Joint_Pain', 'Weight_Loss', 'Digestion']"
Poha,485,8.73,75.44,11.4,Katu (Pungent),Ushna (Hot),Katu (Pungent),Neutral,Favor,Avoid,North Indian,"['Weight_Loss', 'Joint_Pain']"
Almond,96,27.03,74.17,15.54,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,East Indian,"['Hair_Growth', 'Joint_Pain', 'Stress']"
Honey,249,36.89,21.35,32.44,Amla (Sour),Shita (Cold),Amla (Sour),Avoid,Avoid,Favor,South Indian,['Joint_Pain']
Tuna,322,36.32,41.84,23.92,Amla (Sour),Ushna (Hot),Katu (Pungent),Favor,Avoid,Favor,East Indian,"['Weight_Loss', 'Weight_Gain']"
Radish,163,9.22,19.09,20.0,Tikta (Bitter),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,South Indian,"['Diabetes', 'Digestion']"
Pistachio,580,18.47,64.49,23.33,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Neutral,Avoid,Neutral,South Indian,"['Joint_Pain', 'Immunity', 'Digestion']"
Eggplant,526,13.34,71.29,31.6,Tikta (Bitter),Ushna (Hot),Katu (Pungent),Avoid,Neutral,Favor,East Indian,"['Skin_Health', 'Acidity']"
Brahmi,209,23.41,64.81,5.06,Katu (Pungent),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Avoid,North Indian,['Hair_Growth']
Persimmon,125,11.74,47.82,29.61,Amla (Sour),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,East Indian,"['Hair_Growth', 'General_Wellness']"
Triphala,471,27.12,27.86,17.1,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Favor,Favor,Neutral,West Indian,['Weight_Loss']
Dhokla,155,28.2,14.72,7.08,Lavana (Salty),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,South Indian,"['Diabetes', 'Hair_Growth']"
Chutney,270,23.81,72.54,27.41,Lavana (Salty),Ushna (Hot),Katu (Pungent),Favor,Favor,Favor,South Indian,"['Immunity', 'Diabetes', 'Weight_Loss']"
Coconut,338,39.88,59.53,1.03,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,"['Skin_Health', 'Joint_Pain', 'Diabetes']"
Edamame,550,5.06,62.51,20.68,Lavana (Salty),Ushna (Hot),Katu (Pungent),Avoid,Neutral,Avoid,West Indian,"['Diabetes', 'Stress']"
Broccoli,123,33.82,63.82,9.95,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Avoid,East Indian,"['Weight_Gain', 'Hair_Growth']"
Masala Dosa,300,26.99,77.96,26.16,Amla (Sour),Shita (Cold),Amla (Sour),Avoid,Favor,Avoid,North Indian,"['Stress', 'Diabetes', 'Immunity']"
Eggs,58,10.98,28.87,24.74,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,West Indian,"['Diabetes', 'Skin_Health', 'Acidity']"
Palak Dal,82,34.13,69.14,20.41,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Favor,Neutral,Favor,East Indian,"['General_Wellness', 'Weight_Loss']"
Tea,64,11.48,8.14,7.54,Tikta (Bitter),Shita (Cold),Katu (Pungent),Avoid,Favor,Avoid,East Indian,"['Digestion', 'Hair_Growth']"
Papaya,242,18.91,63.88,1.56,Katu (Pungent),Shita (Cold),Amla (Sour),Neutral,Avoid,Neutral,West Indian,"['Diabetes', 'Stress', 'Acidity']"
Thepla,382,10.2,58.58,18.92,Amla (Sour),Ushna (Hot),Madhura (Sweet),Avoid,Neutral,Avoid,East Indian,"['Stress', 'Joint_Pain']"
Tomato,266,35.83,29.22,32.03,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,North Indian,['Diabetes']
Onion,513,18.18,29.48,22.61,Tikta (Bitter),Shita (Cold),Katu (Pungent),Favor,Neutral,Favor,East Indian,"['Stress', 'Skin_Health', 'Joint_Pain']"
Giloy,244,23.79,77.56,34.4,Madhura (Sweet),Shita (Cold),Katu (Pungent),Avoid,Neutral,Favor,North Indian,"['Joint_Pain', 'Digestion', 'Hair_Growth']"
Cloves,173,36.73,30.7,23.54,Amla (Sour),Ushna (Hot),Katu (Pungent),Favor,Favor,Avoid,East Indian,"['Hair_Growth', 'Immunity', 'Weight_Gain']"
Vindaloo,377,5.65,79.53,26.47,Tikta (Bitter),Shita (Cold),Amla (Sour),Favor,Favor,Neutral,North Indian,"['Weight_Loss', 'General_Wellness', 'Diabetes']"
Soya Chunks,214,20.59,21.41,6.89,Madhura (Sweet),Shita (Cold),Katu (Pungent),Favor,Avoid,Favor,East Indian,"['Heart_Health', 'General_Wellness', 'Acidity']"
Samosa Chaat,281,36.78,20.38,16.41,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Favor,West Indian,"['Stress', 'Immunity', 'Weight_Gain']"
Kiwi,56,37.46,76.82,21.09,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Neutral,Avoid,Favor,North Indian,['Digestion']
Papaya,264,12.88,72.06,6.75,Lavana (Salty),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,North Indian,"['Stress', 'Hair_Growth', 'Acidity']"
